Date,Open,High,Low,Close,Adj Close,Volume,Day
3/18/2016,107.459999,107.639999,106.800003,107.370003,101.52253,37682300,626
3/21/2016,107.18,107.889999,107.120003,107.790001,101.91967,17288600,627
3/22/2016,107.18,108.370003,107.160004,108.120003,102.231697,18840300,628
3/23/2016,107.910004,107.989998,106.989998,107.230003,101.39016,20912900,629
3/24/2016,106.709999,107.290001,106.529999,107.260002,101.418533,19017300,630
3/28/2016,107.559998,107.580002,106.919998,107.110001,101.27668,13892300,631
3/29/2016,106.910004,108.900002,106.730003,108.830002,102.903023,29963900,632
3/30/2016,109.480003,110.040001,109.129997,109.360001,103.404152,23807200,633
3/31/2016,109.279999,109.690002,109.029999,109.199997,103.252861,21447200,634
4/1/2016,108.540001,110.400002,108.389999,110.360001,104.349701,26389000,635
4/4/2016,110.360001,110.440002,109.68,109.940002,103.952576,17163000,636
4/5/2016,109.089996,109.5,108.739998,108.879997,102.950287,20107900,637
4/6/2016,108.989998,110.709999,108.989998,110.669998,104.642807,25056000,638
4/7/2016,110.029999,110.230003,108.610001,109.080002,103.139389,28567200,639
4/8/2016,109.760002,110.019997,108.620003,109,103.063774,22898000,640
4/11/2016,109.470001,110.019997,108.589996,108.599998,102.685562,25772100,641
4/12/2016,108.68,109.720001,108.019997,109.510002,103.54599,28564100,642
4/13/2016,110.349998,111.080002,110.209999,110.910004,104.869736,25356700,643
4/14/2016,110.93,111.330002,110,110.919998,104.879189,17199700,644
4/15/2016,110.830002,111.059998,110.360001,110.639999,104.614441,21353300,645
4/18/2016,110.32,111.269997,110.25,111.230003,105.172318,17126100,646
4/19/2016,111.440002,111.440002,109.879997,110.550003,104.529358,42481400,647
4/20/2016,110.550003,111.150002,110.169998,110.639999,104.614441,18078300,648
4/21/2016,110.580002,111.050003,110.150002,110.650002,104.62394,20216000,649
4/22/2016,109.209999,109.720001,108.120003,108.980003,103.044861,39074000,650
4/25/2016,108.650002,108.989998,108.449997,108.980003,103.044861,14351900,651
4/26/2016,109.209999,109.389999,108.120003,108.449997,102.543724,19118300,652
4/27/2016,107.339996,107.830002,106.690002,107.580002,101.7211,33059800,653
4/28/2016,107.699997,108.330002,106.07,106.279999,100.49189,29818200,654
4/29/2016,106.279999,106.5,104.879997,105.720001,99.962402,67502800,655
5/2/2016,105.989998,106.870003,105.550003,106.720001,100.907921,24813800,656
5/3/2016,105.959999,106.440002,105.449997,105.730003,99.97184,38569400,657
5/4/2016,105.089996,105.480003,104.790001,105.050003,99.328888,27474500,658
5/5/2016,105.43,105.660004,104.809998,105.019997,99.300522,20788100,659
5/6/2016,104.5,105.599998,104.400002,105.580002,99.830025,30758500,660
5/9/2016,105.589996,106.370003,105.540001,105.879997,100.113678,19289600,661
5/10/2016,106.260002,107.379997,106.07,107.330002,101.484718,21178900,662
5/11/2016,107.169998,107.489998,106.330002,106.360001,100.567535,20966300,663
5/12/2016,106.610001,106.739998,105.139999,105.889999,100.123131,29196300,664
5/13/2016,105.800003,106.449997,105.290001,105.5,99.754379,21059300,665
5/16/2016,105.660004,107.209999,105.559998,106.82,101.002518,18311900,666
5/17/2016,106.730003,107.040001,105.199997,105.480003,99.735466,29932700,667
5/18/2016,105.239998,106.43,105.040001,105.860001,100.094765,27524400,668
5/19/2016,105.449997,105.709999,104.540001,105.309998,99.574722,27334600,669
5/20/2016,105.730003,106.900002,105.669998,106.470001,100.671562,29549600,670
5/23/2016,106.589996,106.970001,106.230003,106.330002,100.539177,15729800,671
5/24/2016,106.919998,108.589996,106.889999,108.459999,102.553185,29931300,672
5/25/2016,108.870003,109.57,108.68,109.239998,103.290672,37951700,673
5/26/2016,109.349998,109.699997,109.089996,109.559998,103.593269,21885900,674
5/27/2016,109.629997,110.139999,109.610001,110.129997,104.132225,19870000,675
5/31/2016,110.279999,110.510002,109.779999,110.339996,104.330795,24366100,676
6/1/2016,110,110.599998,109.910004,110.349998,104.340218,19571500,677
6/2/2016,110.129997,110.589996,109.529999,110.580002,104.557709,15696600,678
6/3/2016,110.370003,110.419998,109.339996,110.059998,104.066017,20269900,679
6/6/2016,110.260002,110.75,110.07,110.459999,104.444252,12502400,680
6/7/2016,110.519997,110.629997,110.129997,110.18,104.179489,12184300,681
6/8/2016,110.370003,110.599998,109.959999,110.370003,104.359123,14568700,682
6/9/2016,109.919998,110.309998,109.709999,110.190002,104.188957,17571600,683
6/10/2016,109.190002,109.400002,108.559998,108.940002,103.007042,32965000,684
6/13/2016,108.32,108.93,107.889999,108.029999,102.146561,25154700,685
6/14/2016,107.739998,108.419998,107.239998,108.029999,102.146561,24588500,686
6/15/2016,108.290001,108.440002,107.540001,107.720001,101.853477,24605700,687
6/16/2016,107.190002,108.139999,106.5,108.040001,102.156044,32079900,688
6/17/2016,107.529999,107.68,106.239998,106.489998,100.958626,29208800,689
6/20/2016,107.730003,108.239998,107.080002,107.160004,101.593857,20562800,690
6/21/2016,107.300003,107.720001,107.099998,107.5,101.916183,22804100,691
6/22/2016,107.559998,108.190002,107.150002,107.239998,101.669685,22724200,692
6/23/2016,108.07,108.790001,107.620003,108.769997,103.120216,18714200,693
6/24/2016,104.900002,106.5,104.059998,104.290001,98.872925,68012700,694
6/27/2016,103.599998,103.599998,101.75,102.220001,96.910431,48222600,695
6/28/2016,103.349998,104.510002,103.300003,104.459999,99.034081,28260600,696
6/29/2016,105.279999,106.529999,105.230003,106.309998,100.787979,31356700,697
6/30/2016,106.489998,107.610001,106.129997,107.540001,101.954117,36300800,698
7/1/2016,107.489998,108.480003,107.449997,108.080002,102.466072,19902800,699
7/5/2016,107.510002,107.660004,106.839996,107.419998,101.84034,21167900,700
7/6/2016,106.910004,108.349998,106.57,108.300003,102.674637,24579300,701
7/7/2016,108.400002,108.860001,108.110001,108.620003,102.97802,19161700,702
7/8/2016,109.199997,110.360001,109.019997,110.300003,104.570755,29457900,703
7/11/2016,110.669998,111.339996,110.660004,110.93,105.167999,20218500,704
7/12/2016,111.610001,111.790001,111.339996,111.489998,105.698959,21906100,705
7/13/2016,111.75,111.82,111.209999,111.220001,105.442978,21107800,706
7/14/2016,111.959999,112.190002,111.699997,111.980003,106.16349,20871000,707
7/15/2016,112.239998,112.300003,111.550003,111.800003,105.992844,17999300,708
7/18/2016,111.870003,112.739998,111.849998,112.540001,106.694397,20713900,709
7/19/2016,112.150002,112.480003,111.93,112.129997,106.305672,18936700,710
7/20/2016,112.739998,113.650002,112.599998,113.440002,107.54763,24997900,711
7/21/2016,113.519997,113.739998,112.870003,113.18,107.30117,18885400,712
7/22/2016,113.260002,113.779999,112.910004,113.650002,107.74675,20003400,713
7/25/2016,113.559998,113.690002,113.279999,113.660004,107.756218,12968100,714
7/26/2016,113.620003,114.199997,113.220001,113.790001,107.879478,21223800,715
7/27/2016,114.75,114.879997,114.099998,114.580002,108.628433,27646100,716
7/28/2016,114.760002,115.110001,114.400002,114.980003,109.007668,16939700,717
7/29/2016,115.239998,115.540001,114.870003,115.230003,109.244675,22385300,718
8/1/2016,115.309998,116.129997,115.169998,115.839996,109.822998,13990100,719
8/2/2016,115.669998,115.769997,114.220001,114.959999,108.988693,21278400,720
8/3/2016,114.870003,115.349998,114.800003,115.339996,109.348946,15011300,721
8/4/2016,115.300003,115.779999,115.029999,115.669998,109.661804,12835300,722
8/5/2016,116.260002,117.040001,116.129997,116.779999,110.714157,23196600,723
8/8/2016,116.839996,116.870003,116.279999,116.650002,110.590897,12358200,724
8/9/2016,116.739998,117.290001,116.669998,116.919998,110.846901,13276500,725
8/10/2016,116.989998,117.019997,116.309998,116.620003,110.562462,14688400,726
8/11/2016,117.019997,117.370003,116.779999,117.120003,111.036491,12969800,727
8/12/2016,116.919998,117.209999,116.790001,117.199997,111.112343,19379000,728
8/15/2016,117.349998,117.970001,117.309998,117.699997,111.586372,11777800,729
8/16/2016,117.480003,117.489998,117.029999,117.050003,110.970116,14161400,730
8/17/2016,117.080002,117.300003,116.43,117.260002,111.169228,15980300,731
8/18/2016,117.150002,117.459999,116.949997,117.290001,111.197678,10036300,732
8/19/2016,117.080002,117.519997,116.760002,117.260002,111.169228,18743000,733
8/22/2016,117.089996,117.550003,116.870003,117.349998,111.254555,14500600,734
8/23/2016,117.809998,118.010002,117.510002,117.559998,111.453644,11997900,735
8/24/2016,117.480003,117.639999,116.410004,116.800003,110.733101,17728700,736
8/25/2016,116.5,116.970001,116.360001,116.610001,110.552971,24266300,737
8/26/2016,116.650002,117.540001,116.080002,116.779999,110.714157,23896000,738
8/29/2016,116.809998,117.25,116.790001,116.940002,110.865837,11184900,739
8/30/2016,116.75,117.089996,116.160004,116.559998,110.5056,19843300,740
8/31/2016,116.379997,116.559998,115.949997,116.440002,110.391808,16169800,741
9/1/2016,116.480003,116.879997,115.910004,116.739998,110.676239,20944700,742
9/2/2016,117.32,117.559998,116.68,117.120003,111.036491,18088200,743
9/6/2016,117.32,117.849998,117.059998,117.849998,111.728577,18525200,744
9/7/2016,117.959999,118.120003,117.470001,117.919998,111.794922,17546900,745
9/8/2016,117.57,117.599998,116.919998,117.230003,111.140793,20125300,746
9/9/2016,116.25,116.510002,114.260002,114.279999,108.344017,50813300,747
9/12/2016,113.639999,116.489998,113.629997,116.330002,110.287529,39646000,748
9/13/2016,115.75,116.089996,114.730003,115.290001,109.301529,45863900,749
9/14/2016,115.410004,116.470001,115.379997,115.839996,109.822998,28221800,750
9/15/2016,115.870003,117.82,115.860001,117.639999,111.529488,38521400,751
9/16/2016,117.220001,117.410004,116.709999,117.290001,111.47625,27596500,752
9/19/2016,117.589996,117.949997,116.550003,116.779999,110.991539,16222900,753
9/20/2016,117.199997,117.480003,116.800003,117,111.200645,18078600,754
9/21/2016,117.5,118.32,116.809998,118.150002,112.293648,31546800,755
9/22/2016,118.839996,119.220001,118.720001,119.089996,113.187027,22614400,756
9/23/2016,119,119,118.160004,118.330002,112.464714,22213400,757
9/26/2016,117.660004,117.800003,117.169998,117.339996,111.523781,16403900,758
9/27/2016,117.260002,118.559998,117.150002,118.5,112.626274,20238400,759
9/28/2016,118.650002,118.769997,118.089996,118.699997,112.816376,14794300,760
9/29/2016,118.5,118.720001,117.330002,117.839996,111.999001,27207500,761
9/30/2016,118.150002,119.07,118.029999,118.720001,112.835381,25543200,762
10/3/2016,118.57,118.699997,118.089996,118.550003,112.67382,19216400,763
10/4/2016,118.900002,119.160004,117.919998,118.370003,112.502754,21239700,764
10/5/2016,118.720001,119.169998,118.669998,118.790001,112.901932,14481300,765
10/6/2016,118.639999,118.980003,118.150002,118.730003,112.844894,11987100,766
10/7/2016,118.839996,119.010002,117.889999,118.470001,112.597786,19984200,767
10/10/2016,119.080002,119.480003,119.029999,119.220001,113.3106,19687300,768
10/11/2016,119.120003,119.139999,117,117.519997,111.69487,27774400,769
10/12/2016,117.629997,117.82,117.059998,117.419998,111.599808,14267800,770
10/13/2016,116.620003,117.32,115.940002,117,111.200645,22821000,771
10/14/2016,117.580002,118.050003,117.07,117.139999,111.333702,21313300,772
10/17/2016,117.040001,117.300003,116.669998,116.82,111.029579,14182700,773
10/18/2016,118.209999,118.410004,117.800003,117.860001,112.018013,19276700,774
10/19/2016,117.769997,118.019997,117.639999,117.849998,112.008476,13702900,775
